id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging,special_hours
PVQX7ENnbonTtShzcvTG8w,symphony-chicago,Symphony,,False,False,https://www.yelp.com/biz/symphony-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732291413,(773) 229-1413,3,"[{'alias': 'bars', 'title': 'Bars'}]",2.5,"{'address1': '6507 W Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6507 W Archer Ave', 'Chicago, IL 60638'], 'cross_streets': ''}","{'latitude': 41.792083, 'longitude': -87.7845764}",[],$,,[],,
beTKK3Yha8prKyxvTsGNqg,peaches-and-pears-chicago,Peaches & Pears,https://s3-media4.fl.yelpcdn.com/bphoto/fH1Wvzy3scQ4Xl4oZQFKYA/o.jpg,True,False,https://www.yelp.com/biz/peaches-and-pears-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732299208,(773) 229-9208,122,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'address1': '6435 W Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6435 W Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Nagle Ave & Natchez Ave'}","{'latitude': 41.79204, 'longitude': -87.78319}","['https://s3-media4.fl.yelpcdn.com/bphoto/fH1Wvzy3scQ4Xl4oZQFKYA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/G8G-RwpzYVwxBkm-nYlpCQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/0KezwWt-JgRhk9tjXpdDvg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
AEJuaOgYZITZATKWi392-Q,midway-sub-chicago,Midway Sub,https://s3-media2.fl.yelpcdn.com/bphoto/BtRuGnOc9orNstNE2LperA/o.jpg,False,False,https://www.yelp.com/biz/midway-sub-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735864835,(773) 586-4835,26,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'address1': '6421 W Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6421 W Archer Ave', 'Chicago, IL 60638'], 'cross_streets': '55th St & Nagle Ave'}","{'latitude': 41.7921791, 'longitude': -87.7825623}","['https://s3-media2.fl.yelpcdn.com/bphoto/BtRuGnOc9orNstNE2LperA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/XA5F3QbpcVT8uPVw5fE2Og/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/1xSd2ArhvOSOZYJj7zT8eA/o.jpg']",$,,"['delivery', 'pickup']",,
DKw28fDuf-iqKIIYMbmYcw,patricks-tavern-chicago,Patrick's Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/QUzZ7EoGUj4ydqwZSJuh9Q/o.jpg,False,False,https://www.yelp.com/biz/patricks-tavern-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735814036,(773) 581-4036,3,"[{'alias': 'divebars', 'title': 'Dive Bars'}]",3.5,"{'address1': '6296 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6296 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': ''}","{'latitude': 41.79354, 'longitude': -87.77835}","['https://s3-media2.fl.yelpcdn.com/bphoto/QUzZ7EoGUj4ydqwZSJuh9Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/9gH71fo-url8IJozE1HgOQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/MNENldY9pBVPp3BaLnYQDA/o.jpg']",,,[],,
J_EpZFITQiKGE4JPtMlXeA,home-run-inn-pizza-archer-ave-chicago-4,Home Run Inn Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/HdaF-5YWvGB9DJzcT0YWUA/o.jpg,True,False,https://www.yelp.com/biz/home-run-inn-pizza-archer-ave-chicago-4?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735819696,(773) 581-9696,121,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,"{'address1': '6221 S Archer Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6221 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Meade Ave & Moody Ave'}","{'latitude': 41.7933520518876, 'longitude': -87.775328271164}","['https://s3-media2.fl.yelpcdn.com/bphoto/HdaF-5YWvGB9DJzcT0YWUA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/eGkwwyvEpMdBnl_mc1JvCw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/cUfJ9_TjgBJPuqEMNwtdOg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0000', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '0000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['pickup'],,
tAQ7bluZCpIUHxJnjZklnA,three-sons-pan-cake-house-and-family-restaurant-chicago-2,Three Sons Pan Cake House & Family Restaurant,https://s3-media2.fl.yelpcdn.com/bphoto/0ehBtelHlx5Kw6dEKlpe9A/o.jpg,True,False,https://www.yelp.com/biz/three-sons-pan-cake-house-and-family-restaurant-chicago-2?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735852767,(773) 585-2767,80,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'address1': '6200 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6200 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Meade Ave & Moody Ave'}","{'latitude': 41.79411, 'longitude': -87.77472}","['https://s3-media2.fl.yelpcdn.com/bphoto/0ehBtelHlx5Kw6dEKlpe9A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/7Mdl1m2GT233j1ZZ_4SQEA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/nyZbjZF1iMyfybdpNrATrw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0600', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],,
oCpGB10QG4YQJaZcGBjpQQ,racine-bakery-chicago,Racine Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/xVD2aRBuYJ-xjmsD9J4J6Q/o.jpg,False,False,https://www.yelp.com/biz/racine-bakery-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735818500,(773) 581-8500,46,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,"{'address1': '6216 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6216 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Meade Ave & Moody Ave'}","{'latitude': 41.79406, 'longitude': -87.775283}","['https://s3-media2.fl.yelpcdn.com/bphoto/xVD2aRBuYJ-xjmsD9J4J6Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/7PYqVt1gdtuDHmFVtx6ygQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/STxDy-qveGsNxKVZB7FexA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0600', 'end': '1800', 'day': 5}, {'is_overnight': True, 'start': '0700', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
-pMM5Ls6bx0PL9mL0Su9jw,taqueria-los-gallos-chicago,Taqueria Los Gallos,https://s3-media2.fl.yelpcdn.com/bphoto/4Z5_fn0GTLWjczIA2l3hUg/o.jpg,False,False,https://www.yelp.com/biz/taqueria-los-gallos-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735858835,(773) 585-8835,58,"[{'alias': 'mexican', 'title': 'Mexican'}]",2.0,"{'address1': '6222 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6222 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Meade Ave & Moody Ave'}","{'latitude': 41.7939567565918, 'longitude': -87.7754898071289}","['https://s3-media2.fl.yelpcdn.com/bphoto/4Z5_fn0GTLWjczIA2l3hUg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/H1kCcZ2tOKFarLzA_IXvPw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/pVrCC8-1elNNU2hm3mVb_Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '0900', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '0800', 'end': '0300', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
ik1fzcfmJ-br4zvh6fA9Jg,wingstop-chicago-5,Wingstop,https://s3-media2.fl.yelpcdn.com/bphoto/201_Rh2rj48L-rT7mtW3Hw/o.jpg,True,False,https://www.yelp.com/biz/wingstop-chicago-5?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17734989464,(773) 498-9464,48,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",2.5,"{'address1': '6188 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6188 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Mc Vicker Ave & Meade Ave'}","{'latitude': 41.7942009, 'longitude': -87.7740631}","['https://s3-media2.fl.yelpcdn.com/bphoto/201_Rh2rj48L-rT7mtW3Hw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/uFqbhLnUZKThAZsAIvK8RQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/uqsD1ks02YrNGu9j5Y8YcA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],"{'url': 'https://www.yelp.com/raq/ik1fzcfmJ-br4zvh6fA9Jg?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA#popup%3Araq', 'use_case_text': 'Message the Business'}",
VI8E74iXYcuJopsGAyujyQ,newspaper-stand-guy-chicago,Newspaper Stand Guy,,False,False,https://www.yelp.com/biz/newspaper-stand-guy-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,,,1,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]",3.0,"{'address1': '6200 S Archer', 'address2': '', 'address3': 'Archer and Austin', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6200 S Archer', 'Archer and Austin', 'Chicago, IL 60638'], 'cross_streets': 'Meade Ave & Moody Ave'}","{'latitude': 41.7941055297852, 'longitude': -87.7747344970703}",[],,,[],,
w_8OB3iFjhMEMtqI1A0vbQ,nickys-hot-dogs-chicago-2,Nicky's Hot Dogs,https://s3-media1.fl.yelpcdn.com/bphoto/4q1puN6BDGEXfOjlWQjEDA/o.jpg,False,False,https://www.yelp.com/biz/nickys-hot-dogs-chicago-2?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735853675,(773) 585-3675,77,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]",4.5,"{'address1': '6142 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6142 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Austin Ave'}","{'latitude': 41.7943089455366, 'longitude': -87.7719204872847}","['https://s3-media1.fl.yelpcdn.com/bphoto/4q1puN6BDGEXfOjlWQjEDA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wgcsPVZwvZ5Epq8LnnXC7Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/e_ScJTdQ8tCjnRHCRZsb-Q/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1945', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",['delivery'],,
xeF_UUCSn46MaAngy5-sfg,flamingo-cafe-chicago,Flamingo Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/KEF-gmU4F8mRzQ9FZTdCBg/o.jpg,False,False,https://www.yelp.com/biz/flamingo-cafe-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17735850202,(773) 585-0202,3,"[{'alias': 'venues', 'title': 'Venues & Event Spaces'}, {'alias': 'lounges', 'title': 'Lounges'}]",3.5,"{'address1': '6071 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['6071 S Archer Ave', 'Chicago, IL 60638'], 'cross_streets': 'Mayfield Ave & Monitor Ave'}","{'latitude': 41.794319, 'longitude': -87.769165}","['https://s3-media4.fl.yelpcdn.com/bphoto/KEF-gmU4F8mRzQ9FZTdCBg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/WRq57C7UfEKLh_D2GWMGqQ/o.jpg']",$$,,[],,
iBA2L7fbTJi2PcrjDaOfoQ,sammys-kitchen-chicago,Sammy's Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/_tU0rl4QLlYSH14JVu7fZw/o.jpg,False,False,https://www.yelp.com/biz/sammys-kitchen-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17737352802,(773) 735-2802,212,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'address1': '5542 W 55th St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['5542 W 55th St', 'Chicago, IL 60638'], 'cross_streets': 'Linder Ave & Luna Ave'}","{'latitude': 41.7928550561618, 'longitude': -87.7613519132137}","['https://s3-media4.fl.yelpcdn.com/bphoto/_tU0rl4QLlYSH14JVu7fZw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/FSYEv9XAVF0qa5vyR3vVpQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/8P3kqHD0ktplFi-Uc1HiCQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0600', 'end': '1300', 'day': 0}, {'is_overnight': False, 'start': '0600', 'end': '1300', 'day': 1}, {'is_overnight': False, 'start': '0600', 'end': '1300', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '1300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '1300', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1200', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
GLDiM9OiaCpo_SYeUwuARg,fitzgeralds-pub-chicago,Fitzgerald's Pub,https://s3-media4.fl.yelpcdn.com/bphoto/34T-vmQjIKDyiev1XqwQ0Q/o.jpg,False,False,https://www.yelp.com/biz/fitzgeralds-pub-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17737675544,(773) 767-5544,6,"[{'alias': 'pubs', 'title': 'Pubs'}]",2.5,"{'address1': '5544 W 55th St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60638', 'country': 'US', 'state': 'IL', 'display_address': ['5544 W 55th St', 'Chicago, IL 60638'], 'cross_streets': ''}","{'latitude': 41.7928849, 'longitude': -87.761249}",['https://s3-media4.fl.yelpcdn.com/bphoto/34T-vmQjIKDyiev1XqwQ0Q/o.jpg'],$$,,[],,
L7LdaivN3Smhv9sG8OZ22g,sloppy-joes-dive-inn-spirits-and-music-chicago,Sloppy Joes Dive Inn Spirits & Music,https://s3-media2.fl.yelpcdn.com/bphoto/hqI3bLaXsCS3d96i6_VTJQ/o.jpg,True,False,https://www.yelp.com/biz/sloppy-joes-dive-inn-spirits-and-music-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17737358637,(773) 735-8637,3,"[{'alias': 'divebars', 'title': 'Dive Bars'}, {'alias': 'beer_and_wine', 'title': 'Beer, Wine & Spirits'}]",2.0,"{'address1': '4455 W 55th St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4455 W 55th St', 'Chicago, IL 60632'], 'cross_streets': 'Kilbourn Ave & Kenneth Ave'}","{'latitude': 41.7928428649902, 'longitude': -87.7351150512695}","['https://s3-media2.fl.yelpcdn.com/bphoto/hqI3bLaXsCS3d96i6_VTJQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/SA3iKWthcGugYqzEsynwtA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/x3Z6WX0VbABUzo97Kg0WDQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '2330', 'end': '0100', 'day': 3}, {'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '2330', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],"{'url': 'https://www.yelp.com/raq/L7LdaivN3Smhv9sG8OZ22g?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA#popup%3Araq', 'use_case_text': 'Message the Business'}",
DflGKI8R6y8S0ja6Bvz4wA,positanos-pizza-chicago-2,Positanos Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/4sEJ1BtMQNPEcYRRv4nHgA/o.jpg,True,False,https://www.yelp.com/biz/positanos-pizza-chicago-2?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17732847745,(773) 284-7745,72,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'address1': '4312 W 55th S', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4312 W 55th S', 'Chicago, IL 60632'], 'cross_streets': 'Kildare Ave & Kolin Ave'}","{'latitude': 41.7934, 'longitude': -87.73112}","['https://s3-media2.fl.yelpcdn.com/bphoto/4sEJ1BtMQNPEcYRRv4nHgA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/yGTmVQC9B_UEgbwKsGlZWA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/88hhS4Wl7J1HyzeRBHZ1_g/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1500', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
COFvj_IsyUqwwxyD4gMUCg,7-eleven-chicago-105,7-Eleven,https://s3-media4.fl.yelpcdn.com/bphoto/MGAX1saoDwESwSJC0mFw2A/o.jpg,True,False,https://www.yelp.com/biz/7-eleven-chicago-105?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+17737677171,(773) 767-7171,4,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.0,"{'address1': '4353 W 55th St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4353 W 55th St', 'Chicago, IL 60632'], 'cross_streets': 'Kostner Ave & Kolin Ave'}","{'latitude': 41.7927637677175, 'longitude': -87.7325239330571}","['https://s3-media4.fl.yelpcdn.com/bphoto/MGAX1saoDwESwSJC0mFw2A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/RUciU2gKrz2CeH0BL4Fv8g/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
-OJRN0QxQgU5ZXERDMHGNg,strohacker-park-chicago,Strohacker Park,https://s3-media4.fl.yelpcdn.com/bphoto/2dDYKLtWkZeWS6iUTVVHDQ/o.jpg,False,False,https://www.yelp.com/biz/strohacker-park-chicago?adjust_creative=Sa0PRNoWZaCJ8_5wRelooA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Sa0PRNoWZaCJ8_5wRelooA,+13127476723,(312) 747-6723,2,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]",3.5,"{'address1': '4347 W. 54th St.', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4347 W. 54th St.', 'Chicago, IL 60632'], 'cross_streets': 'Kostner Ave & Kolin Ave'}","{'latitude': 41.7941078843937, 'longitude': -87.7319019287825}","['https://s3-media4.fl.yelpcdn.com/bphoto/2dDYKLtWkZeWS6iUTVVHDQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/6Vh-R67DmCDZWiISSSJ-Bw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/-etAMf610gTgBeN_5f0Z4w/o.jpg']",,,[],,
