,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,messaging
92,1a9NMncNozm5qFMQ9V88nA,blommer-chocolate-company-store-chicago,Blommer Chocolate Company - Store,https://s3-media3.fl.yelpcdn.com/bphoto/vqOFwJFPItE1wDISwk3zPw/o.jpg,True,True,https://www.yelp.com/biz/blommer-chocolate-company-store-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13122267700,(312) 226-7700,110,"[{'alias': 'chocolate', 'title': 'Chocolatiers & Shops'}, {'alias': 'candy', 'title': 'Candy Stores'}]",4.0,"{'address1': '600 W Kinzie St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['600 W Kinzie St', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8892277083472, 'longitude': -87.6436686515808}","['https://s3-media3.fl.yelpcdn.com/bphoto/vqOFwJFPItE1wDISwk3zPw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/AX_XEIefGTLbSktSZdIrNA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/wMXIKsBoaoYcP3bRLpoy-A/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],
93,mlwnFOm_QlIXY8jU96cocA,mobil-chicago-9,Mobil,https://s3-media1.fl.yelpcdn.com/bphoto/5v62iM4f6D-ecE7TKmLP1A/o.jpg,False,False,https://www.yelp.com/biz/mobil-chicago-9?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,,,3,"[{'alias': 'servicestations', 'title': 'Gas Stations'}]",2.0,"{'address1': '4540 S Pulaski', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4540 S Pulaski', 'Chicago, IL 60632'], 'cross_streets': '45th St & 46th St'}","{'latitude': 41.8103179931641, 'longitude': -87.7240600585938}",['https://s3-media1.fl.yelpcdn.com/bphoto/5v62iM4f6D-ecE7TKmLP1A/o.jpg'],,,[],
94,BkKeXFns5CA5mBi6WaQFLg,perumex-chicago,Perumex,https://s3-media1.fl.yelpcdn.com/bphoto/H1KIb-xha9Botv5f0W5Bgw/o.jpg,True,True,https://www.yelp.com/biz/perumex-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17734177605,(773) 417-7605,1,"[{'alias': 'grocery', 'title': 'Grocery'}]",5.0,"{'address1': '5217 W Diversey Ave', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60639', 'country': 'US', 'state': 'IL', 'display_address': ['5217 W Diversey Ave', 'Chicago, IL 60639'], 'cross_streets': ''}","{'latitude': 41.931261, 'longitude': -87.7573663}","['https://s3-media1.fl.yelpcdn.com/bphoto/H1KIb-xha9Botv5f0W5Bgw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/ONemOhQARB4wQBv_i4CQeQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/mEKkfp6FssUrJXLpkPTtWw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],
95,QVwEkPEjNdcMMhFTh5kUUA,big-tonys-pizza-chicago-22,Big Tony's Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/oCdhH80aNqJNd-NlG9Krqg/o.jpg,True,True,https://www.yelp.com/biz/big-tonys-pizza-chicago-22?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17734896262,(773) 489-6262,60,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'address1': '3276 W Fullerton Ave', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['3276 W Fullerton Ave', 'Chicago, IL 60647'], 'cross_streets': 'Spaulding Ave & Sawyer Ave'}","{'latitude': 41.9248249, 'longitude': -87.7106}","['https://s3-media4.fl.yelpcdn.com/bphoto/oCdhH80aNqJNd-NlG9Krqg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/L7pCbDxpelzo1oc_kOCq7g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/RdSd4ii5v-Ok6iFLfcxe6Q/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",
96,pC7aThCMLRRPwh0-6jpv0Q,snap-kitchen-chicago-3,Snap Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/PUDlwTzQRUC6B972YQxh7g/o.jpg,True,True,https://www.yelp.com/biz/snap-kitchen-chicago-3?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17737702784,(773) 770-2784,18,"[{'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,"{'address1': '1226 N Wells', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60610', 'country': 'US', 'state': 'IL', 'display_address': ['1226 N Wells', 'Chicago, IL 60610'], 'cross_streets': 'Division St & Scott St'}","{'latitude': 41.9045943523088, 'longitude': -87.6344539759724}","['https://s3-media2.fl.yelpcdn.com/bphoto/PUDlwTzQRUC6B972YQxh7g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Mr5LRKH2Us1qpci4xORViA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/RNQquvgHjoThjnFPs0qfhQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",
97,P6FrfVVBo5rmvjm1z75DKA,the-grand-sandwich-stand-chicago-2,The Grand Sandwich Stand,https://s3-media3.fl.yelpcdn.com/bphoto/TzwgfDkqdcsFIayOiPKLPw/o.jpg,True,True,https://www.yelp.com/biz/the-grand-sandwich-stand-chicago-2?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13128775177,(312) 877-5177,26,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'address1': '2351 W Grand Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60612', 'country': 'US', 'state': 'IL', 'display_address': ['2351 W Grand Ave', 'Chicago, IL 60612'], 'cross_streets': 'Claremont Ave & Western Ave'}","{'latitude': 41.89043, 'longitude': -87.68628}","['https://s3-media3.fl.yelpcdn.com/bphoto/TzwgfDkqdcsFIayOiPKLPw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/TaR_cZcRvUPl9hsLO0OhLA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/9fuXF67kU0ffdlJ_0P0Zeg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 4}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",
98,oi7JiMHXGKrOFmB50qd4fQ,papa-johns-pizza-chicago-21,Papa John's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/GC8kvN1igo2TThjFh90JRg/o.jpg,True,True,https://www.yelp.com/biz/papa-johns-pizza-chicago-21?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17732749700,(773) 274-9700,32,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,"{'address1': '1245 W Devon', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60660', 'country': 'US', 'state': 'IL', 'display_address': ['1245 W Devon', 'Chicago, IL 60660'], 'cross_streets': 'Magnolia Ave & Lakewood Ave'}","{'latitude': 41.9980601483868, 'longitude': -87.6620708607702}","['https://s3-media2.fl.yelpcdn.com/bphoto/GC8kvN1igo2TThjFh90JRg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/HQBzz80iMLNCYy6RtDQNeg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/tlMfzffc0ROiK2rUwgfEyA/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1000', 'end': '0300', 'day': 3}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1000', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",
99,LMRXCephq_xxHoaf3NJm5w,pks-pantry-chicago,Pk's Pantry,https://s3-media2.fl.yelpcdn.com/bphoto/XXPdteeO6CgM8XTfv851Tw/o.jpg,False,True,https://www.yelp.com/biz/pks-pantry-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,,,3,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.5,"{'address1': '6128 N Ravenswood Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60660', 'country': 'US', 'state': 'IL', 'display_address': ['6128 N Ravenswood Ave', 'Chicago, IL 60660'], 'cross_streets': ''}","{'latitude': 41.99295, 'longitude': -87.67556}",['https://s3-media2.fl.yelpcdn.com/bphoto/XXPdteeO6CgM8XTfv851Tw/o.jpg'],$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],
100,w95W66yjPKOluXgrDZkELg,family-dollar-chicago-11,Family Dollar,https://s3-media1.fl.yelpcdn.com/bphoto/g9Y1kVvr_g2ZMh7uA-qbHw/o.jpg,False,True,https://www.yelp.com/biz/family-dollar-chicago-11?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17732842074,(773) 284-2074,1,"[{'alias': 'discountstore', 'title': 'Discount Store'}]",4.0,"{'address1': '5050 S Pulaski Rd', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['5050 S Pulaski Rd', 'Chicago, IL 60632'], 'cross_streets': '51st St & Archer Ave'}","{'latitude': 41.80088, 'longitude': -87.72376}",['https://s3-media1.fl.yelpcdn.com/bphoto/g9Y1kVvr_g2ZMh7uA-qbHw/o.jpg'],,,[],
101,fI65LLAFJ9WjjTeMUZDeGQ,joshua-grocery-chicago,Joshua Grocery,https://s3-media1.fl.yelpcdn.com/bphoto/tN3c-T3URfjRigyEpqjiUw/o.jpg,True,True,https://www.yelp.com/biz/joshua-grocery-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+18479427668,(847) 942-7668,1,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.0,"{'address1': '4425 W 55th St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60632', 'country': 'US', 'state': 'IL', 'display_address': ['4425 W 55th St', 'Chicago, IL 60632'], 'cross_streets': 'Kostner Ave & Kenneth Ave'}","{'latitude': 41.7930763070617, 'longitude': -87.734096926581}","['https://s3-media1.fl.yelpcdn.com/bphoto/tN3c-T3URfjRigyEpqjiUw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/2RDXjuAgENSuB2fHmnMJmg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/N4-RS6AfhhXNHyC7hQ63DA/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],
102,162_4HQKRHIln7lNg8DSyQ,elea-mediterranean-food-market-chicago,Elea Mediterranean Food Market,https://s3-media1.fl.yelpcdn.com/bphoto/vNJgFngfnUz6Wyx3rFvMfg/o.jpg,True,True,https://www.yelp.com/biz/elea-mediterranean-food-market-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13122071655,(312) 207-1655,24,"[{'alias': 'intlgrocery', 'title': 'International Grocery'}]",5.0,"{'address1': '309 S Halsted St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60661', 'country': 'US', 'state': 'IL', 'display_address': ['309 S Halsted St', 'Chicago, IL 60661'], 'cross_streets': 'Gladys Ave & Jackson Blvd'}","{'latitude': 41.8777475, 'longitude': -87.6470951}","['https://s3-media1.fl.yelpcdn.com/bphoto/vNJgFngfnUz6Wyx3rFvMfg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/f-4aSO11n-MjqnhW0gnhOQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/P3NbJdT5Aw7GFk9Z8FmSDA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['pickup'],
103,0wwY0dkc1jmjASCPk59bIw,einstein-bros-bagels-chicago-17,Einstein Bros Bagels,https://s3-media4.fl.yelpcdn.com/bphoto/yubUEWjNTKYT1mycueeQ5Q/o.jpg,False,True,https://www.yelp.com/biz/einstein-bros-bagels-chicago-17?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17738837250,(773) 883-7250,16,"[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'address1': '948 W Armitage Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['948 W Armitage Ave', 'Chicago, IL 60614'], 'cross_streets': 'Bissell St'}","{'latitude': 41.9183388, 'longitude': -87.6527863}","['https://s3-media4.fl.yelpcdn.com/bphoto/yubUEWjNTKYT1mycueeQ5Q/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/uQuanyurU32AB-ydEhyDKw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/DK4nzY7agF8Fp_ZP124JSg/o.jpg']",$,,['delivery'],
104,e8dhL6exBtsGV6YilnZx_g,la-michoacana-diversey-chicago,La Michoacana Diversey,https://s3-media2.fl.yelpcdn.com/bphoto/6mmll3IKDoYcNGLW8uJEvw/o.jpg,False,False,https://www.yelp.com/biz/la-michoacana-diversey-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+18722068150,(872) 206-8150,5,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",3.0,"{'address1': '4614 W Diversey Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60639', 'country': 'US', 'state': 'IL', 'display_address': ['4614 W Diversey Ave', 'Chicago, IL 60639'], 'cross_streets': 'Kilpatrick Ave'}","{'latitude': 41.933077, 'longitude': -87.742348}","['https://s3-media2.fl.yelpcdn.com/bphoto/6mmll3IKDoYcNGLW8uJEvw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/qZ-PueSnn-DZRN2EIkuB_w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Yy5OSgKZFG9zm_--88CINg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0930', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0930', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",['delivery'],
105,K-QU5F52CqmI2LmRt2jHNw,chubbys-pizza-chicago,Chubby's Pizza,https://s3-media2.fl.yelpcdn.com/bphoto/JTth-mqAEv_r_fjKFYdj7w/o.jpg,False,True,https://www.yelp.com/biz/chubbys-pizza-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13128295900,(312) 829-5900,1,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'address1': '1429 W 18th St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60608', 'country': 'US', 'state': 'IL', 'display_address': ['1429 W 18th St', 'Chicago, IL 60608'], 'cross_streets': 'Loomis St & Bishop St'}","{'latitude': 41.8576278686523, 'longitude': -87.662467956543}","['https://s3-media2.fl.yelpcdn.com/bphoto/JTth-mqAEv_r_fjKFYdj7w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/0_nIJNf_ep5NYe23dA_LIg/o.jpg']",$,,"['pickup', 'delivery']",
106,RB5AjUlLcdwapMzDcOHLtA,abes-and-tommies-carry-out-chicago,Abe's & Tommie's Carry Out,https://s3-media1.fl.yelpcdn.com/bphoto/85I_2U7Q8-EyFN5Ln-Pv0g/o.jpg,False,True,https://www.yelp.com/biz/abes-and-tommies-carry-out-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17739213170,(773) 921-3170,4,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",4.5,"{'address1': '5107 W Chicago Avenue', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60651', 'country': 'US', 'state': 'IL', 'display_address': ['5107 W Chicago Avenue', 'Chicago, IL 60651'], 'cross_streets': 'Leclaire Ave & Leamington Ave'}","{'latitude': 41.89471, 'longitude': -87.75349}",['https://s3-media1.fl.yelpcdn.com/bphoto/85I_2U7Q8-EyFN5Ln-Pv0g/o.jpg'],$,,[],
107,c0AK7aBhIE15ms0v7dWiwQ,walmart-express-chicago-6,Walmart Express,https://s3-media2.fl.yelpcdn.com/bphoto/OCNoF3PzL4SaZU5o9soOCg/o.jpg,True,True,https://www.yelp.com/biz/walmart-express-chicago-6?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+13122749581,(312) 274-9581,27,"[{'alias': 'convenience', 'title': 'Convenience Stores'}]",2.5,"{'address1': '225 W Chicago Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['225 W Chicago Ave', 'Chicago, IL 60654'], 'cross_streets': ''}","{'latitude': 41.8962708, 'longitude': -87.6352692}","['https://s3-media2.fl.yelpcdn.com/bphoto/OCNoF3PzL4SaZU5o9soOCg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/PSUfogbeNCLivEz78jt9eQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/TdoM3kJ0V_SSGARnT7bEPw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],
108,_suK-haY-bR2fOSx6X68Ig,super-low-meat-market-chicago,Super Low Meat Market,https://s3-media4.fl.yelpcdn.com/bphoto/ZYyc9zCYLeIX6D2zOgGfSg/o.jpg,False,False,https://www.yelp.com/biz/super-low-meat-market-chicago?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,,,2,"[{'alias': 'convenience', 'title': 'Convenience Stores'}]",1.0,"{'address1': '5300 W Chicago Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60651', 'country': 'US', 'state': 'IL', 'display_address': ['5300 W Chicago Ave', 'Chicago, IL 60651'], 'cross_streets': 'Lockwood Ave & Lorel Ave'}","{'latitude': 41.895040959873, 'longitude': -87.7582044784265}","['https://s3-media4.fl.yelpcdn.com/bphoto/ZYyc9zCYLeIX6D2zOgGfSg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/uudA2K8ymus7VkXSuDKKuA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/y43urmTHc6w3bPcyme0xSw/o.jpg']",$$$$,,[],
109,zv9-ryJU48xsohfNdxZYzA,city-olive-chicago-2,City Olive,https://s3-media2.fl.yelpcdn.com/bphoto/AH5yywBPPdwEvbm1zZoKJA/o.jpg,True,True,https://www.yelp.com/biz/city-olive-chicago-2?adjust_creative=q2SaR_S5ZwXQt6UuURD8Cw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=q2SaR_S5ZwXQt6UuURD8Cw,+17736879980,(773) 687-9980,6,"[{'alias': 'gourmet', 'title': 'Specialty Food'}]",4.0,"{'address1': '2236 W Roscoe St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60618', 'country': 'US', 'state': 'IL', 'display_address': ['2236 W Roscoe St', 'Chicago, IL 60618'], 'cross_streets': 'Oakley Ave & Bell Ave'}","{'latitude': 41.9434204101562, 'longitude': -87.6848220825195}",['https://s3-media2.fl.yelpcdn.com/bphoto/AH5yywBPPdwEvbm1zZoKJA/o.jpg'],$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],
